song|artist|year|genre|numUnique|totalWords|love_words|god_words|dance_words|cool_words|rock_words|swear_words|family_words|baby_words|money_words|funky_words|chill_words|cw1|cwc1|cw2|cwc2|cw3|cwc3|cw4|cwc4|cw5|cwc5|cw6|cwc6|cw7|cwc7|cw8|cwc8|cw9|cwc9|cw10|cwc10
All Eyez on Me|2Pac|1996|hip hop|304|1017|8|0|0|0|0|8|1|9|1|0|0|nigga|20|rather|19|g|16|get|11|baby|9|day|9|let|8|thug|8|smoke|8|need|8
All Eyez on Me|2Pac|1996|hip hop|357|1078|0|0|0|0|0|29|0|1|6|1|0|life|26|live|22|nigga|20|eyes|18|day|13|boss|13|thug|13|cause|12|even|12|know|11
All Eyez on Me|2Pac|1996|hip hop|365|1201|4|0|0|1|0|18|0|5|3|0|0|waitin|21|nigga|21|run|20|streets|17|get|13|thugs|10|let|10|got|8|shit|7|know|6
All Eyez on Me|2Pac|1996|hip hop|362|892|1|0|0|0|0|38|1|1|1|0|0|like|11|nigga|11|motherfuckers|9|shit|9|hard|9|find|9|niggas|6|know|6|call|5|got|5
All Eyez on Me|2Pac|1996|hip hop|257|626|5|1|0|0|0|3|0|9|1|0|0|hard|16|find|16|heaven|12|hea|10|ven|10|baby|9|let|7|love|5|time|5|thug|5
This Is Hardcore|Pulp|1998|rock|115|228|1|0|0|0|0|0|0|2|0|0|0|oh|7|like|3|comes|3|fear|3|sound|2|baby|2|near|2|back|2|get|2|go|2
This Is Hardcore|Pulp|1998|rock|106|201|0|1|0|0|0|0|0|0|0|0|0|got|5|dishes|3|get|3|tonight|3|though|2|like|2|make|2|water|2|wine|2|impossible|2
This Is Hardcore|Pulp|1998|rock|117|288|1|0|0|0|2|0|2|4|0|0|0|party|6|home|6|baby|4|driving|4|crazy|4|show|3|know|3|need|3|thing|2|time|2
This Is Hardcore|Pulp|1998|rock|117|336|3|0|0|0|0|0|0|3|0|0|0|away|10|funny|9|falls|9|try|7|give|6|time|5|help|4|oh|4|older|4|aged|3
This Is Hardcore|Pulp|1998|rock|125|281|0|0|0|0|0|2|0|1|1|0|0|oh|11|make|4|hardcore|4|goes|4|yeah|3|know|2|seen|2|leave|2|hell|2|took|2
This Is Hardcore|Pulp|1998|rock|95|186|0|0|0|0|0|0|0|0|0|0|0|say|7|gon|4|stay|4|bad|3|day|3|think|3|please|3|tv|2|miss|2|much|2
This Is Hardcore|Pulp|1998|rock|117|311|1|0|0|0|0|1|2|0|0|0|0|like|9|could|8|wish|7|show|6|little|6|soul|6|look|5|got|4|telling|4|right|3
This Is Hardcore|Pulp|1998|rock|106|336|0|0|0|0|0|0|0|0|0|0|0|go|7|tell|6|oh|5|bout|4|learned|3|please|3|ask|3|alive|3|cos|3|seems|3
This Is Hardcore|Pulp|1998|rock|183|495|7|0|0|0|0|1|0|0|0|0|0|know|12|love|7|making|4|rest|4|life|4|night|3|oh|3|scene|3|dreams|3|tonight|3
This Is Hardcore|Pulp|1998|rock|110|303|0|0|0|0|0|0|0|0|0|0|0|oh|12|know|9|better|8|yeah|5|keep|5|believing|5|deserve|5|sylvia|4|look|3|way|3
This Is Hardcore|Pulp|1998|rock|142|297|1|0|0|0|0|0|0|0|0|0|0|days|6|oh|5|glory|4|make|3|could|3|get|2|world|2|sleeping|2|anybody|2|else|2
This Is Hardcore|Pulp|1998|rock|159|299|2|0|0|0|0|0|0|0|0|0|0|bye|10|revolution|4|get|2|tonight|2|whole|2|guilt|2|know|2|nothing|2|love|2|way|2
This Is Hardcore|Pulp|1998|rock|117|277|0|0|0|0|0|0|0|1|0|0|0|like|8|never|5|car|3|every|2|time|2|oh|2|makes|2|crash|2|see|2|avoid|2
This Is Hardcore|Pulp|1998|rock|88|248|0|0|0|0|0|0|0|0|0|0|0|tomorrow|17|never|12|live|11|today|10|lies|8|shoot|6|gon|4|would|3|know|3|chance|2
This Is Hardcore|Pulp|1998|rock|79|156|0|0|0|0|0|0|0|0|0|0|0|know|5|could|4|go|4|closed|3|home|3|must|2|well|2|tell|2|cos|2|yeah|2
This Is Hardcore|Pulp|1998|rock|207|545|3|0|0|0|0|0|0|1|0|0|0|oooh|24|ahhh|24|ooooh|12|sleep|10|sex|6|holding|4|single|4|mothers|4|professional|4|darling|4
22, A Million|Bon Iver|2016|folk|78|136|0|0|0|0|0|1|0|0|0|0|0|two|8|might|5|soon|5|gon|3|look|1|confirmation|1|ever|1|happen|1|standing|1|station|1
22, A Million|Bon Iver|2016|folk|79|129|5|0|0|0|0|1|0|0|0|0|0|love|5|darling|3|fight|3|fever|2|rest|2|wild|2|heart|2|cut|1|deafening|1|right|1
22, A Million|Bon Iver|2016|folk|111|187|1|1|0|0|0|2|0|0|0|0|0|something|5|remember|3|second|3|turn|3|around|3|team|3|last|2|low|2|oh|2|see|2
22, A Million|Bon Iver|2016|folk|147|279|0|1|0|0|0|3|1|0|0|0|0|room|5|leave|3|gone|3|well|3|would|3|looking|3|mind|3|pass|2|night|2|walked|2
22, A Million|Bon Iver|2016|folk|120|192|0|0|0|0|0|0|0|0|0|0|0|mm|3|womb|2|empty|2|robe|2|enough|2|rolling|2|holding|2|paramind|2|meaning|2|canonize|2
22, A Million|Bon Iver|2016|folk|131|290|1|0|0|0|0|2|3|0|0|0|0|bit|18|know|4|kind|3|heard|3|learned|3|lessons|3|please|3|laughed|3|hard|2|questions|2
22, A Million|Bon Iver|2016|folk|48|122|0|0|0|0|0|0|0|0|0|0|0|moon|5|water|5|math|4|started|3|ahead|3|behind|3|benefolance|2|sinking|2|synching|2|five|2
22, A Million|Bon Iver|2016|folk|147|279|3|0|0|0|0|1|0|0|0|0|0|carry|5|run|3|along|3|love|3|around|2|crawl|2|still|2|time|2|see|2|keep|2
22, A Million|Bon Iver|2016|folk|33|103|0|0|0|0|0|0|0|0|0|0|0|fire|12|caught|7|stayed|4|well|3|carved|3|night|2|without|2|knowing|2|truth|2|whaaaa|1
22, A Million|Bon Iver|2016|folk|150|276|0|0|0|0|0|1|0|0|0|0|0|harms|6|bout|4|days|3|numbers|3|worried|2|low|2|harmed|2|let|2|old|2|hold|2
A Deeper Understanding|The War on Drugs|2017|rock|111|280|2|0|0|0|0|0|0|0|0|0|0|feeling|6|yeah|5|hold|4|raising|4|know|3|light|3|right|3|see|3|keep|3|ooh|3
A Deeper Understanding|The War on Drugs|2017|rock|126|258|0|0|0|0|0|0|0|0|0|0|0|back|4|yeah|3|way|2|away|2|let|2|moving|2|pullin|2|wire|2|break|2|turnin|2
A Deeper Understanding|The War on Drugs|2017|rock|129|292|0|0|0|0|0|0|0|0|0|0|0|yeah|6|holding|4|way|4|line|4|past|4|keep|4|never|4|heart|4|hope|4|feel|3
A Deeper Understanding|The War on Drugs|2017|rock|101|190|2|0|0|0|0|0|0|0|0|0|0|yeah|5|wan|4|writer|4|story|4|long|2|got|2|see|2|livin|2|space|2|beauty|2
A Deeper Understanding|The War on Drugs|2017|rock|77|207|4|0|0|0|0|0|0|0|0|0|0|wan|6|like|5|night|4|sky|4|love|4|free|4|beaten|3|get|3|knocked|3|lyin|3
A Deeper Understanding|The War on Drugs|2017|rock|144|304|3|0|0|0|0|0|1|0|0|0|0|ooh|15|oh|8|yeah|6|keep|3|get|3|back|3|see|2|morning|2|river|2|love|2
A Deeper Understanding|The War on Drugs|2017|rock|141|365|5|0|0|0|0|0|0|1|0|0|0|turns|7|hand|6|water|5|night|5|love|5|like|5|movin|5|hold|5|something|5|eyes|4
A Deeper Understanding|The War on Drugs|2017|rock|167|350|3|0|0|0|0|0|0|0|0|0|0|hold|4|see|4|way|3|wind|3|love|3|comin|3|view|3|go|3|callin|2|light|2
A Deeper Understanding|The War on Drugs|2017|rock|103|234|0|0|0|0|0|0|0|3|0|0|0|show|6|life|5|away|5|see|4|back|4|went|3|lookin|3|night|3|shining|2|never|2
A Deeper Understanding|The War on Drugs|2017|rock|136|247|2|0|0|0|0|0|0|0|0|0|0|yeah|4|even|3|lost|3|know|3|today|3|love|2|see|2|right|2|sometimes|2|wan|2
Ga Ga Ga Ga Ga|Spoon|2007|rock|82|144|0|0|0|0|0|0|0|0|0|0|0|make|7|target|6|back|2|like|2|nobody|2|star|1|know|1|go|1|far|1|keep|1
Ga Ga Ga Ga Ga|Spoon|2007|rock|105|221|0|0|0|0|0|0|0|0|0|0|0|would|9|calm|5|put|4|score|3|know|3|oh|3|clinic|3|see|3|lingers|3|settled|2
Ga Ga Ga Ga Ga|Spoon|2007|rock|74|197|0|0|0|0|0|0|0|0|0|0|0|cherry|8|bomb|8|blow|5|sleeve|5|go|4|know|4|could|4|life|3|fair|3|let|3
Ga Ga Ga Ga Ga|Spoon|2007|rock|81|350|2|0|0|0|0|0|0|0|0|0|0|never|16|going|12|bet|9|keep|8|hanging|8|around|8|right|7|said|7|evah|7|feel|6
Ga Ga Ga Ga Ga|Spoon|2007|rock|124|228|0|0|0|0|0|0|0|0|0|0|0|rhythm|7|soul|5|get|5|know|4|kazan|3|ways|2|let|2|go|2|comes|2|saw|2
Ga Ga Ga Ga Ga|Spoon|2007|rock|139|239|1|0|0|0|0|0|0|0|0|0|0|knew|3|heart|3|someone|2|hardly|2|night|2|see|2|getting|2|let|2|walk|2|away|2
Ga Ga Ga Ga Ga|Spoon|2007|rock|109|252|0|0|0|0|0|0|0|0|0|0|0|get|4|oh|4|got|4|know|3|survive|3|go|3|hear|2|middleman|2|messenger|2|thing|2
Ga Ga Ga Ga Ga|Spoon|2007|rock|26|84|0|0|0|0|0|0|0|0|0|0|0|bring|6|japanese|4|cigarette|4|case|4|mirror|4|let|4|memories|4|gone|3|oh|3|gonesee|1
Ga Ga Ga Ga Ga|Spoon|2007|rock|109|289|5|0|0|0|0|0|0|0|0|0|0|find|10|commercial|6|appeal|6|sometimes|5|think|5|love|5|gon|5|change|5|heart|5|heartache|5
Ga Ga Ga Ga Ga|Spoon|2007|rock|102|233|0|0|0|0|0|0|0|0|0|0|0|yeah|6|someone|5|light|5|tonight|4|ah|4|believed|3|see|3|street|3|tar|3|summer|3
Invasion of Privacy|Cardi B|2018|pop|316|861|3|0|2|1|0|42|2|0|5|0|1|bitch|13|get|11|bitches|11|like|7|gon|7|say|7|ten|7|said|6|got|6|knock|6
Invasion of Privacy|Cardi B|2018|pop|313|951|1|0|2|0|0|25|0|2|2|0|0|drip|71|drippin|48|came|35|wrist|16|bitch|15|diamonds|12|got|12|ice|11|nigga|9|woo|6
Invasion of Privacy|Cardi B|2018|pop|206|653|0|0|0|0|0|12|0|0|6|0|0|guap|36|alright|35|get|23|chicken|16|pussy|12|pop|9|make|7|bitch|6|bread|6|boy|6
Invasion of Privacy|Cardi B|2018|pop|223|747|0|0|7|0|0|20|0|2|9|0|3|get|10|bitch|9|make|9|fuck|8|got|8|dance|7|money|7|moves|7|know|7|bloody|6
Invasion of Privacy|Cardi B|2018|pop|233|623|1|0|0|1|1|10|1|2|0|0|0|careful|8|yeah|6|like|6|nigga|6|gon|5|get|4|shit|4|got|4|gave|3|whole|3
Invasion of Privacy|Cardi B|2018|pop|285|1032|0|5|0|0|0|5|4|0|7|0|0|like|30|skrrt|28|life|21|ayy|21|best|18|know|16|livin|14|told|12|bout|12|nothin|12
Invasion of Privacy|Cardi B|2018|pop|295|821|0|0|0|0|1|6|0|2|1|0|0|like|64|said|26|woo|12|gang|12|wuh|8|yeh|7|goza|7|yeah|6|oh|5|tell|4
Invasion of Privacy|Cardi B|2018|pop|160|506|2|0|0|0|0|5|0|2|0|0|0|ring|39|oh|10|make|10|yeah|7|hit|6|line|5|nigga|5|keep|4|low|4|call|4
Invasion of Privacy|Cardi B|2018|pop|177|642|0|0|0|0|0|13|0|3|77|0|0|money|77|bag|77|like|16|uh|10|look|8|lookin|7|yeah|7|said|7|ass|7|pretty|6
Invasion of Privacy|Cardi B|2018|pop|200|928|0|3|0|0|1|43|1|0|2|0|0|cardi|59|bitch|31|21|23|upset|16|offset|16|body|15|got|14|cartier|13|brain|13|put|10
Invasion of Privacy|Cardi B|2018|pop|240|739|1|1|0|0|0|48|0|0|5|0|0|bad|60|bag|51|ass|35|gucci|20|louis|8|woo|8|uh|8|prada|6|birkin|6|got|6
Invasion of Privacy|Cardi B|2018|pop|181|500|1|1|0|0|0|11|0|2|0|0|0|killin|22|like|11|phone|10|sleepin|9|went|9|last|9|night|9|oh|7|creepin|6|bitch|3
Invasion of Privacy|Cardi B|2018|pop|172|566|0|2|0|0|0|10|0|0|0|0|0|like|22|dapper|6|wonder|6|bitch|6|read|4|cause|4|felt|4|dress|4|look|4|checks|4
Rapture|Anita Baker|1986|r&b|88|325|30|0|0|0|0|0|0|9|0|0|0|love|29|sweet|20|baby|9|oh|8|never|5|go|4|know|4|heart|3|see|3|leave|3
Rapture|Anita Baker|1986|r&b|96|254|8|0|0|0|0|0|0|4|0|0|0|joy|14|love|8|bring|7|baby|4|say|3|see|3|oh|2|lose|2|way|2|comes|2
Rapture|Anita Baker|1986|r&b|69|227|11|0|0|0|0|1|0|3|0|0|0|love|11|caught|7|rapture|7|life|5|feel|4|magic|4|always|3|baby|3|let|3|fly|3
Rapture|Anita Baker|1986|r&b|132|387|6|0|1|0|0|0|0|14|0|0|0|long|15|baby|14|love|6|missin|6|sweet|6|bop|6|see|4|without|4|hide|3|hubba|3
Rapture|Anita Baker|1986|r&b|126|299|6|0|0|0|0|0|0|7|0|0|0|baby|7|love|6|mystery|5|find|4|believe|4|like|4|used|4|need|4|back|3|time|3
Rapture|Anita Baker|1986|r&b|119|382|12|0|0|0|0|0|0|5|0|0|0|world|17|back|7|love|7|like|6|every|4|baby|4|run|4|someone|3|get|3|time|3
Rapture|Anita Baker|1986|r&b|110|352|16|0|0|0|0|0|1|8|0|0|0|love|14|ol|10|baby|8|beginning|6|365|6|days|6|year|6|wan|6|share|5|life|5
Rapture|Anita Baker|1986|r&b|87|223|0|0|0|0|0|0|0|3|0|0|0|better|6|watch|6|step|6|fall|6|hurt|6|day|6|easy|4|baby|3|change|3|telling|3
Benji|Sun Kil Moon|2014|rock|273|674|1|0|0|0|0|1|11|0|0|0|0|carissa|9|ohio|7|going|7|see|6|get|5|gon|5|oh|4|know|4|go|4|got|4
Benji|Sun Kil Moon|2014|rock|151|318|2|0|0|0|0|0|2|0|0|0|0|live|12|without|6|mother|6|comes|3|bad|3|miss|3|day|3|old|2|seventy|2|five|2
Benji|Sun Kil Moon|2014|rock|151|294|0|0|0|0|0|0|5|1|0|0|0|died|4|day|4|uncle|3|fire|3|birthday|2|yard|2|winters|2|would|2|frogs|2|navarre|2
Benji|Sun Kil Moon|2014|rock|226|485|4|1|0|0|0|1|0|0|0|0|0|first|6|oh|4|love|4|went|4|gave|3|mary|3|anne|3|heart|3|legs|2|day|2
Benji|Sun Kil Moon|2014|rock|213|452|0|0|0|0|0|0|6|0|0|0|0|went|6|newtown|4|think|4|got|3|lives|3|kids|3|lost|3|moment|3|shot|2|left|2
Benji|Sun Kil Moon|2014|rock|147|291|3|0|0|0|0|0|4|0|0|0|0|wise|6|spent|4|dad|4|friend|4|day|3|old|3|killed|2|wife|2|bedside|2|put|2
Benji|Sun Kil Moon|2014|rock|241|565|15|0|0|0|0|1|3|0|0|0|0|dad|18|love|14|kid|6|young|5|got|5|home|4|like|4|trip|4|came|3|get|3
Benji|Sun Kil Moon|2014|rock|293|593|2|0|0|0|0|2|0|0|0|0|0|got|4|song|3|kid|3|john|3|though|3|school|3|remains|2|weekend|2|stood|2|everything|2
Benji|Sun Kil Moon|2014|rock|315|631|3|0|0|0|0|3|2|0|0|0|0|got|9|died|6|richard|4|ramirez|4|today|4|san|4|bad|4|time|4|natural|3|causes|3
Benji|Sun Kil Moon|2014|rock|293|726|1|0|0|0|0|1|5|0|0|0|0|grandma|27|brett|15|friend|14|micheline|12|like|6|got|4|dad|3|would|3|say|3|mark|3
Benji|Sun Kil Moon|2014|rock|254|566|0|0|0|0|0|6|3|0|0|0|0|summer|5|worry|5|went|4|crab|4|cakes|4|said|4|sports|4|bar|4|shit|4|death|4
Starsailor|Tim Buckley|1970|folk|93|134|1|0|0|0|0|0|0|0|0|0|0|like|4|old|3|need|3|woman|2|little|2|lord|2|broken|2|let|2|tease|1|turn|1
Starsailor|Tim Buckley|1970|folk|70|100|0|0|2|0|0|1|0|0|0|0|0|ring|2|dancer|2|walking|1|wind|1|fly|1|shore|1|town|1|hills|1|hear|1|harbor|1
Starsailor|Tim Buckley|1970|folk|48|70|1|0|0|0|0|1|0|0|0|0|0|darling|2|dead|1|airport|1|lay|1|pebbles|1|highway|1|snail|1|clouds|1|soared|1|lover|1
Starsailor|Tim Buckley|1970|folk|54|126|3|0|1|0|0|0|2|0|0|0|0|moulin|10|rouge|10|dansant|7|chantez|3|mademoiselle|3|love|3|vais|2|marier|2|fille|2|danse|2
Starsailor|Tim Buckley|1970|folk|71|137|1|0|0|0|1|0|0|0|0|0|0|sail|2|let|2|enfold|2|waiting|2|hold|2|sing|2|touch|2|heart|2|swim|2|best|1
Starsailor|Tim Buckley|1970|folk|61|92|2|1|0|0|0|0|0|0|0|0|0|deep|5|island|2|love|2|inside|2|echoed|1|street|1|crying|1|hole|1|song|1|long|1
Starsailor|Tim Buckley|1970|folk|34|50|0|0|0|0|0|0|0|0|0|0|0|though|2|bee|1|fields|1|winter|1|memorized|1|slope|1|water|1|oblivion|1|carries|1|shoulder|1
Starsailor|Tim Buckley|1970|folk|33|39|1|0|1|0|0|0|0|0|0|0|0|repeat|1|order|1|tried|1|lovely|1|little|1|steps|1|hope|1|turn|1|eyes|1|footsteps|1
Starsailor|Tim Buckley|1970|folk|52|208|0|0|0|0|0|2|0|1|0|0|0|little|22|girl|22|beats|9|hot|9|sun|8|smell|8|boy|6|walk|5|way|4|walks|4
EVOL|Sonic Youth|1986|rock|58|99|0|0|0|0|0|0|0|0|0|0|0|violence|4|dream|3|sleeping|2|coming|2|find|2|girl|2|real|1|skinny|1|arm|1|crush|1
EVOL|Sonic Youth|1986|rock|54|238|0|0|0|0|0|0|0|0|0|0|0|swear|11|dream|9|kiss|9|meant|5|shadow|5|mean|4|must|3|doubt|3|stranger|2|train|2
EVOL|Sonic Youth|1986|rock|46|107|4|0|0|2|0|0|0|0|0|0|0|star|9|power|9|knows|4|make|4|love|4|blue|3|burning|2|night|2|cool|2|close|2
EVOL|Sonic Youth|1986|rock|230|414|0|0|0|0|1|2|0|0|0|0|0|highway|4|mirage|3|light|3|back|3|blood|3|still|3|blinded|3|onto|2|small|2|screeching|2
EVOL|Sonic Youth|1986|rock|28|51|0|0|0|0|0|0|0|0|0|0|0|light|5|green|4|see|3|kneel|1|singing|1|crayon|1|eyes|1|kiss|1|stomach|1|realize|1
EVOL|Sonic Youth|1986|rock|55|86|0|0|0|0|0|0|0|0|0|0|0|boy|2|enjoy|2|invisibility|2|advertisement|2|saying|2|pleasure|2|everlasting|2|touch|2|mother|1|used|1
EVOL|Sonic Youth|1986|rock|62|110|0|0|0|0|0|0|0|1|0|0|0|hey|2|turns|2|get|2|always|2|believing|2|marilyn|2|moore|2|sound|1|asleep|1|night|1
EVOL|Sonic Youth|1986|rock|35|68|0|0|0|0|0|0|0|0|0|0|0|gon|3|mystery|3|train|3|three|3|way|3|plane|3|expressway|3|skull|3|kill|1|california|1
EVOL|Sonic Youth|1986|rock|37|91|0|0|0|0|0|0|0|1|0|0|0|life|6|bubblegum|4|live|3|moon|3|sun|3|young|3|much|3|fun|3|begun|3|comes|2
Tidal|Fiona Apple|1996|pop|115|437|1|0|0|0|1|5|0|0|0|0|0|got|12|go|6|hell|5|forget|5|feet|4|ground|4|sleep|4|dream|4|head|4|clouds|4
Tidal|Fiona Apple|1996|pop|66|158|0|0|0|0|0|1|0|0|0|0|0|waves|6|blue|6|oblivion|6|calm|3|know|2|much|2|going|2|sullen|2|girl|2|days|1
Tidal|Fiona Apple|1996|pop|111|268|5|0|0|0|0|0|0|4|0|0|0|oh|4|let|4|know|4|way|3|love|3|shadowboxer|3|baby|3|wan|3|ready|3|swinging|3
Tidal|Fiona Apple|1996|pop|124|358|5|0|1|0|0|1|0|0|0|0|0|need|9|cause|5|good|5|like|5|know|4|defense|4|feelin|4|criminal|4|redeemed|4|sinned|4
Tidal|Fiona Apple|1996|pop|125|236|0|0|0|0|0|0|1|0|0|0|0|like|11|honey|4|big|3|secret|3|gon|3|slow|3|heavy|3|mood|3|yeah|2|let|2
