album|track|artist|year|id|reasonFail
Mingus Ah Um|11|Charles Mingus|1959|1868|too_few_lyrics
Check Your Head|13|Beastie Boys|1992|846|too_few_lyrics
Check Your Head|15|Beastie Boys|1992|846|too_few_lyrics
Check Your Head|19|Beastie Boys|1992|846|too_few_lyrics
Tubular Bells|2|Mike Oldfield|1973|294|too_few_lyrics
Tubular Bells|3|Mike Oldfield|1973|294|too_few_lyrics
Music Has the Right to Children|1|Boards of Canada|1998|3722|too_few_lyrics
Music Has the Right to Children|5|Boards of Canada|1998|3722|too_few_lyrics
Music Has the Right to Children|8|Boards of Canada|1998|3722|too_few_lyrics
Music Has the Right to Children|9|Boards of Canada|1998|3722|too_few_lyrics
Music Has the Right to Children|11|Boards of Canada|1998|3722|too_few_lyrics
Music Has the Right to Children|13|Boards of Canada|1998|3722|too_few_lyrics
Music Has the Right to Children|15|Boards of Canada|1998|3722|too_few_lyrics
Music Has the Right to Children|16|Boards of Canada|1998|3722|too_few_lyrics
The Lexicon of Love|10|ABC|1982|549|too_few_lyrics
Pretzel Logic|5|Steely Dan|1974|304|too_few_lyrics
Madvillainy|7|Madvillain|2004|4042|too_few_lyrics
Madvillainy|10|Madvillain|2004|4042|too_few_lyrics
Madvillainy|19|Madvillain|2004|4042|too_few_lyrics
In Colour|2|Jamie xx|2015|5543|too_few_lyrics
In Colour|4|Jamie xx|2015|5543|too_few_lyrics
In Colour|5|Jamie xx|2015|5543|too_few_lyrics
In Colour|10|Jamie xx|2015|5543|too_few_lyrics
Buena Vista Social Club|4|Buena Vista Social Club|1997|2204|too_few_lyrics
Buena Vista Social Club|13|Buena Vista Social Club|1997|2204|too_few_lyrics
The Black Saint and the Sinner Lady|1|Charles Mingus|1963|1934|too_few_lyrics
The Black Saint and the Sinner Lady|2|Charles Mingus|1963|1934|too_few_lyrics
The Black Saint and the Sinner Lady|3|Charles Mingus|1963|1934|too_few_lyrics
The Black Saint and the Sinner Lady|4|Charles Mingus|1963|1934|too_few_lyrics
Willy and the Poor Boys|9|Creedence Clearwater Revival|1969|159|too_few_lyrics
Millions Now Living Will Never Die|1|Tortoise|1996|979|too_few_lyrics
Millions Now Living Will Never Die|2|Tortoise|1996|979|too_few_lyrics
Millions Now Living Will Never Die|3|Tortoise|1996|979|too_few_lyrics
Millions Now Living Will Never Die|4|Tortoise|1996|979|too_few_lyrics
Millions Now Living Will Never Die|5|Tortoise|1996|979|too_few_lyrics
Millions Now Living Will Never Die|6|Tortoise|1996|979|too_few_lyrics
Millions Now Living Will Never Die|7|Tortoise|1996|979|too_few_lyrics
Millions Now Living Will Never Die|8|Tortoise|1996|979|too_few_lyrics
Millions Now Living Will Never Die|9|Tortoise|1996|979|too_few_lyrics
Millions Now Living Will Never Die|10|Tortoise|1996|979|too_few_lyrics
Reggatta de Blanc|2|The Police|1979|470|too_few_lyrics
Searching for the Young Soul Rebels|3|Dexys Midnight Runners|1980|486|too_few_lyrics
I Can Hear the Heart Beating As One|1|Yo La Tengo|1997|1019|too_few_lyrics
I Can Hear the Heart Beating As One|10|Yo La Tengo|1997|1019|too_few_lyrics
I Can Hear the Heart Beating As One|14|Yo La Tengo|1997|1019|too_few_lyrics
Armed Forces|0|Elvis Costello and The Attractions|1979|459|not_found
Computerwelt/Computer World|0|Kraftwerk|1981|526|not_found
I Do Not Want What I Haven't Got|18|Sinéad O'Connor|1990|784|too_few_lyrics
I Do Not Want What I Haven't Got|19|Sinéad O'Connor|1990|784|too_few_lyrics
I Do Not Want What I Haven't Got|20|Sinéad O'Connor|1990|784|too_few_lyrics
Goo|10|Sonic Youth|1990|790|too_few_lyrics
Spiritual Unity|1|Albert Ayler|1965|1939|too_few_lyrics
Spiritual Unity|2|Albert Ayler|1965|1939|too_few_lyrics
Spiritual Unity|3|Albert Ayler|1965|1939|too_few_lyrics
Spiritual Unity|4|Albert Ayler|1965|1939|too_few_lyrics
Vespertine|6|Björk|2001|1194|too_few_lyrics
Blues Breakers with Eric Clapton|2|John Mayall|1966|66|too_few_lyrics
Blues Breakers with Eric Clapton|11|John Mayall|1966|66|too_few_lyrics
Blues Breakers with Eric Clapton|18|John Mayall|1966|66|too_few_lyrics
Blues Breakers with Eric Clapton|20|John Mayall|1966|66|too_few_lyrics
Blues Breakers with Eric Clapton|21|John Mayall|1966|66|too_few_lyrics
XO|15|Elliott Smith|1998|1034|too_few_lyrics
Liege and Lief|0|Fairport Convention|1969|177|not_found
Sandinista!|27|The Clash|1980|490|too_few_lyrics
Sandinista!|36|The Clash|1980|490|too_few_lyrics
Sex Machine|8|James Brown|1970|208|too_few_lyrics
Sex Machine|9|James Brown|1970|208|too_few_lyrics
Maggot Brain|10|Funkadelic|1971|234|too_few_lyrics
Leftism|2|Leftfield|1995|949|too_few_lyrics
Leftism|3|Leftfield|1995|949|too_few_lyrics
Leftism|4|Leftfield|1995|949|too_few_lyrics
Leftism|6|Leftfield|1995|949|too_few_lyrics
Leftism|7|Leftfield|1995|949|too_few_lyrics
Leftism|9|Leftfield|1995|949|too_few_lyrics
Music for the Jilted Generation|4|The Prodigy|1994|914|too_few_lyrics
Music for the Jilted Generation|6|The Prodigy|1994|914|too_few_lyrics
Music for the Jilted Generation|10|The Prodigy|1994|914|too_few_lyrics
Music for the Jilted Generation|11|The Prodigy|1994|914|too_few_lyrics
Music for the Jilted Generation|12|The Prodigy|1994|914|too_few_lyrics
Nothing's Shocking|1|Jane's Addiction|1988|737|too_few_lyrics
Nothing's Shocking|10|Jane's Addiction|1988|737|too_few_lyrics
Quadrophenia|3|The Who|1973|296|too_few_lyrics
Quadrophenia|16|The Who|1973|296|too_few_lyrics
LCD Soundsystem|15|LCD Soundsystem|2005|4151|too_few_lyrics
Please Please Me/Introducing...The Beatles|0|The Beatles|1963|10|not_found
Outlandos D'Amour|10|The Police|1978|439|too_few_lyrics
Last Splash|7|The Breeders|1993|880|too_few_lyrics
Last Splash|11|The Breeders|1993|880|too_few_lyrics
Last Splash|15|The Breeders|1993|880|too_few_lyrics
Titanic Rising|5|Weyes Blood|2019|6364|too_few_lyrics
Titanic Rising|10|Weyes Blood|2019|6364|too_few_lyrics
You Forgot It in People|1|Broken Social Scene|2002|3953|too_few_lyrics
You Forgot It in People|6|Broken Social Scene|2002|3953|too_few_lyrics
You Forgot It in People|9|Broken Social Scene|2002|3953|too_few_lyrics
You Forgot It in People|13|Broken Social Scene|2002|3953|too_few_lyrics
Ocean Rain|0|Echo and the Bunnymen|1984|606|not_found
Red Headed Stranger|8|Willie Nelson|1975|346|too_few_lyrics
Red Headed Stranger|10|Willie Nelson|1975|346|too_few_lyrics
Red Headed Stranger|11|Willie Nelson|1975|346|too_few_lyrics
Red Headed Stranger|15|Willie Nelson|1975|346|too_few_lyrics
Head Hunters|1|Herbie Hancock|1973|2011|too_few_lyrics
Head Hunters|2|Herbie Hancock|1973|2011|too_few_lyrics
Head Hunters|3|Herbie Hancock|1973|2011|too_few_lyrics
Head Hunters|4|Herbie Hancock|1973|2011|too_few_lyrics
Sunday at the Village Vanguard|1|Bill Evans|1961|1898|too_few_lyrics
Sunday at the Village Vanguard|2|Bill Evans|1961|1898|too_few_lyrics
Sunday at the Village Vanguard|3|Bill Evans|1961|1898|too_few_lyrics
Sunday at the Village Vanguard|6|Bill Evans|1961|1898|too_few_lyrics
Sunday at the Village Vanguard|7|Bill Evans|1961|1898|too_few_lyrics
Sunday at the Village Vanguard|9|Bill Evans|1961|1898|too_few_lyrics
Sunday at the Village Vanguard|10|Bill Evans|1961|1898|too_few_lyrics
The Fat of the Land|9|The Prodigy|1997|1002|too_few_lyrics
The Fat of the Land|11|The Prodigy|1997|1002|too_few_lyrics
The Fat of the Land|12|The Prodigy|1997|1002|too_few_lyrics
Scary Monsters (And Super Creeps)|12|David Bowie|1980|489|too_few_lyrics
I Love You, Honeybear|12|Father John Misty|2015|5544|too_few_lyrics
Neon Bible|13|Arcade Fire|2007|4235|too_few_lyrics
Amnesiac|9|Radiohead|2001|1192|too_few_lyrics
Avalon|4|Roxy Music|1982|545|too_few_lyrics
Avalon|10|Roxy Music|1982|545|too_few_lyrics
Genius of Modern Music (Volume One)|0|Thelonious Monk|1951|1761|not_found
Live and Dangerous|0|Thin Lizzy|1978|441|not_found
The Lamb Lies Down on Broadway|8|Genesis|1974|318|too_few_lyrics
The Lamb Lies Down on Broadway|13|Genesis|1974|318|too_few_lyrics
The Lamb Lies Down on Broadway|17|Genesis|1974|318|too_few_lyrics
The Lamb Lies Down on Broadway|19|Genesis|1974|318|too_few_lyrics
Free Jazz|1|Ornette Coleman|1961|1891|too_few_lyrics
The Unforgettable Fire|6|U2|1984|611|too_few_lyrics
The Unforgettable Fire|12|U2|1984|611|too_few_lyrics
Brilliant Corners|1|Thelonious Monk|1957|1825|too_few_lyrics
Brilliant Corners|2|Thelonious Monk|1957|1825|too_few_lyrics
Brilliant Corners|3|Thelonious Monk|1957|1825|too_few_lyrics
Brilliant Corners|5|Thelonious Monk|1957|1825|too_few_lyrics
Ogdens' Nut Gone Flake|1|Small Faces|1968|132|too_few_lyrics
Get Happy!!|0|Elvis Costello and The Attractions|1980|484|not_found
Dirty Computer|4|Janelle Monáe|2018|6021|too_few_lyrics
Low-Life|5|New Order|1985|633|too_few_lyrics
This Nation's Saving Grace|1|The Fall|1985|651|too_few_lyrics
Summerteeth|15|Wilco|1999|1058|too_few_lyrics
Ellington at Newport|0|Duke Ellington|1956|1789|not_found
The Epic|1|Kamasi Washington|2015|5552|too_few_lyrics
The Epic|2|Kamasi Washington|2015|5552|too_few_lyrics
The Epic|3|Kamasi Washington|2015|5552|too_few_lyrics
The Epic|4|Kamasi Washington|2015|5552|too_few_lyrics
The Epic|5|Kamasi Washington|2015|5552|too_few_lyrics
The Epic|7|Kamasi Washington|2015|5552|too_few_lyrics
The Epic|9|Kamasi Washington|2015|5552|too_few_lyrics
The Epic|10|Kamasi Washington|2015|5552|too_few_lyrics
The Epic|12|Kamasi Washington|2015|5552|too_few_lyrics
The Epic|13|Kamasi Washington|2015|5552|too_few_lyrics
The Epic|17|Kamasi Washington|2015|5552|too_few_lyrics
Maiden Voyage|1|Herbie Hancock|1966|1955|too_few_lyrics
Maiden Voyage|2|Herbie Hancock|1966|1955|too_few_lyrics
Maiden Voyage|3|Herbie Hancock|1966|1955|too_few_lyrics
Maiden Voyage|4|Herbie Hancock|1966|1955|too_few_lyrics
Maiden Voyage|5|Herbie Hancock|1966|1955|too_few_lyrics
Silent Alarm|17|Bloc Party|2005|4150|too_few_lyrics
Silent Alarm|19|Bloc Party|2005|4150|too_few_lyrics
Silent Alarm|20|Bloc Party|2005|4150|too_few_lyrics
The Rolling Stones/England's Newest Hit Makers|5|The Rolling Stones|1964|6|too_few_lyrics
Neu!|1|Neu!|1972|1352|too_few_lyrics
Neu!|2|Neu!|1972|1352|too_few_lyrics
Neu!|3|Neu!|1972|1352|too_few_lyrics
Neu!|4|Neu!|1972|1352|too_few_lyrics
Neu!|5|Neu!|1972|1352|too_few_lyrics
Neu!|6|Neu!|1972|1352|too_few_lyrics
Kaputt|11|Destroyer|2011|5137|too_few_lyrics
SMiLE|15|Brian Wilson|2004|4063|too_few_lyrics
Music for 18 Musicians|1|Steve Reich|1978|2027|too_few_lyrics
Music for 18 Musicians|2|Steve Reich|1978|2027|too_few_lyrics
Criminal Minded|11|Boogie Down Productions|1987|710|too_few_lyrics
