album|track|artist|year|id|reasonFail
Utopia|12|Björk|2017|5864|too_few_lyrics
Utopia|15|Björk|2017|5864|too_few_lyrics
In Color|11|Cheap Trick|1977|1157|too_few_lyrics
The World Is a Ghetto|3|War|1972|1366|too_few_lyrics
Can't Get Enough|1|Barry White|1974|2526|too_few_lyrics
Can't Get Enough|7|Barry White|1974|2526|too_few_lyrics
Magic and Loss|1|Lou Reed|1992|859|too_few_lyrics
Last Exit|5|Junior Boys|2004|4056|too_few_lyrics
Doremi Fasol Latido|3|Hawkwind|1972|3283|too_few_lyrics
Focus|0|Stan Getz|1961|1901|not_found
Study in Brown|0|Clifford Brown & Max Roach|1955|1781|not_found
The Magic City|0|Sun Ra|1966|1972|not_found
Orphans: Brawlers, Bawlers and Bastards|0|Tom Waits|2006|3100|not_found
Something Else!!!!|1|Ornette Coleman|1958|1837|too_few_lyrics
Something Else!!!!|2|Ornette Coleman|1958|1837|too_few_lyrics
Something Else!!!!|3|Ornette Coleman|1958|1837|too_few_lyrics
Something Else!!!!|4|Ornette Coleman|1958|1837|too_few_lyrics
Something Else!!!!|5|Ornette Coleman|1958|1837|too_few_lyrics
Something Else!!!!|6|Ornette Coleman|1958|1837|too_few_lyrics
Something Else!!!!|7|Ornette Coleman|1958|1837|too_few_lyrics
Something Else!!!!|8|Ornette Coleman|1958|1837|too_few_lyrics
Something Else!!!!|9|Ornette Coleman|1958|1837|too_few_lyrics
Vanishing Point|2|Primal Scream|1997|994|too_few_lyrics
Vanishing Point|5|Primal Scream|1997|994|too_few_lyrics
Vanishing Point|10|Primal Scream|1997|994|too_few_lyrics
Leaves Turn Inside You|14|Unwound|2001|1753|too_few_lyrics
Queens of the Stone Age|8|Queens of the Stone Age|1998|3727|too_few_lyrics
The Underside of Power|11|Algiers|2017|5848|too_few_lyrics
Page One|1|Joe Henderson|1963|1932|too_few_lyrics
Page One|2|Joe Henderson|1963|1932|too_few_lyrics
Page One|3|Joe Henderson|1963|1932|too_few_lyrics
Page One|4|Joe Henderson|1963|1932|too_few_lyrics
Page One|5|Joe Henderson|1963|1932|too_few_lyrics
Page One|6|Joe Henderson|1963|1932|too_few_lyrics
Page One|7|Joe Henderson|1963|1932|too_few_lyrics
Turn! Turn! Turn!|18|The Byrds|1965|57|too_few_lyrics
Nancy & Lee|0|Nancy Sinatra & Lee Hazlewood|1968|4472|not_found
St. Louis to Liverpool|9|Chuck Berry|1964|19|too_few_lyrics
St. Louis to Liverpool|10|Chuck Berry|1964|19|too_few_lyrics
St. Louis to Liverpool|18|Chuck Berry|1964|19|too_few_lyrics
St. Louis to Liverpool|19|Chuck Berry|1964|19|too_few_lyrics
Blood Bitch|3|Jenny Hval|2016|5746|too_few_lyrics
Blood Bitch|12|Jenny Hval|2016|5746|too_few_lyrics
Journal for Plague Lovers|14|Manic Street Preachers|2009|5017|too_few_lyrics
Storia di un Minuto|1|PFM|1972|4534|too_few_lyrics
Storia di un Minuto|5|PFM|1972|4534|too_few_lyrics
janet.|3|Janet Jackson|1993|5262|too_few_lyrics
janet.|7|Janet Jackson|1993|5262|too_few_lyrics
janet.|9|Janet Jackson|1993|5262|too_few_lyrics
janet.|12|Janet Jackson|1993|5262|too_few_lyrics
janet.|14|Janet Jackson|1993|5262|too_few_lyrics
janet.|18|Janet Jackson|1993|5262|too_few_lyrics
janet.|22|Janet Jackson|1993|5262|too_few_lyrics
janet.|24|Janet Jackson|1993|5262|too_few_lyrics
janet.|26|Janet Jackson|1993|5262|too_few_lyrics
janet.|27|Janet Jackson|1993|5262|too_few_lyrics
The Roots of Lightnin' Hopkins/Lightnin' Hopkins|0|Lightnin' Hopkins|1959|1270|not_found
Aerial|13|Kate Bush|2005|4202|too_few_lyrics
At the "Golden Circle", Volume One|0|Ornette Coleman|1966|1964|not_found
O Brother, Where Art Thou?|0|The Original Soundtrack|2000|3824|not_found
In the Studio|0|The Special A.K.A.|1984|622|not_found
Relaxin' with The Miles Davis Quintet|1|Miles Davis|1958|1818|too_few_lyrics
Relaxin' with The Miles Davis Quintet|2|Miles Davis|1958|1818|too_few_lyrics
Relaxin' with The Miles Davis Quintet|3|Miles Davis|1958|1818|too_few_lyrics
Relaxin' with The Miles Davis Quintet|4|Miles Davis|1958|1818|too_few_lyrics
Switched-On Bach|1|Walter Carlos|1968|2587|too_few_lyrics
Switched-On Bach|2|Walter Carlos|1968|2587|too_few_lyrics
Switched-On Bach|3|Walter Carlos|1968|2587|too_few_lyrics
Switched-On Bach|4|Walter Carlos|1968|2587|too_few_lyrics
Charlie Parker with Strings|1|Charlie Parker|1950|1759|too_few_lyrics
Deceit|7|This Heat|1981|2868|too_few_lyrics
Deceit|11|This Heat|1981|2868|too_few_lyrics
Tenor Madness|0|Sonny Rollins|1956|1801|not_found
Mama Said|22|Lenny Kravitz|1991|839|too_few_lyrics
Empyrean Isles|1|Herbie Hancock|1964|1942|too_few_lyrics
Empyrean Isles|2|Herbie Hancock|1964|1942|too_few_lyrics
Empyrean Isles|3|Herbie Hancock|1964|1942|too_few_lyrics
Empyrean Isles|4|Herbie Hancock|1964|1942|too_few_lyrics
Yield|14|Pearl Jam|1998|4867|too_few_lyrics
People in Sorrow|0|Art Ensemble of Chicago|1969|2292|not_found
First Utterance|6|Comus|1971|2637|too_few_lyrics
Porgy & Bess|0|Ella Fitzgerald and Louis Armstrong|1959|1793|not_found
The Transfiguration of Blind Joe Death|1|John Fahey|1965|56|too_few_lyrics
The Transfiguration of Blind Joe Death|2|John Fahey|1965|56|too_few_lyrics
The Transfiguration of Blind Joe Death|3|John Fahey|1965|56|too_few_lyrics
The Transfiguration of Blind Joe Death|4|John Fahey|1965|56|too_few_lyrics
The Transfiguration of Blind Joe Death|5|John Fahey|1965|56|too_few_lyrics
The Transfiguration of Blind Joe Death|6|John Fahey|1965|56|too_few_lyrics
The Transfiguration of Blind Joe Death|7|John Fahey|1965|56|too_few_lyrics
The Transfiguration of Blind Joe Death|8|John Fahey|1965|56|too_few_lyrics
The Transfiguration of Blind Joe Death|9|John Fahey|1965|56|too_few_lyrics
The Transfiguration of Blind Joe Death|10|John Fahey|1965|56|too_few_lyrics
The Transfiguration of Blind Joe Death|11|John Fahey|1965|56|too_few_lyrics
The Transfiguration of Blind Joe Death|12|John Fahey|1965|56|too_few_lyrics
The Transfiguration of Blind Joe Death|13|John Fahey|1965|56|too_few_lyrics
The Transfiguration of Blind Joe Death|14|John Fahey|1965|56|too_few_lyrics
The Transfiguration of Blind Joe Death|15|John Fahey|1965|56|too_few_lyrics
Nouns|6|No Age|2008|4352|too_few_lyrics
Nouns|10|No Age|2008|4352|too_few_lyrics
One Dozen Berrys|2|Chuck Berry|1958|1261|too_few_lyrics
One Dozen Berrys|4|Chuck Berry|1958|1261|too_few_lyrics
One Dozen Berrys|6|Chuck Berry|1958|1261|too_few_lyrics
One Dozen Berrys|8|Chuck Berry|1958|1261|too_few_lyrics
One Dozen Berrys|11|Chuck Berry|1958|1261|too_few_lyrics
Vivadixiesubmarinetransmissionplot|9|Sparklehorse|1995|1722|too_few_lyrics
Vivadixiesubmarinetransmissionplot|13|Sparklehorse|1995|1722|too_few_lyrics
The Individualism of Gil Evans|1|Gil Evans|1964|1941|too_few_lyrics
The Individualism of Gil Evans|2|Gil Evans|1964|1941|too_few_lyrics
The Individualism of Gil Evans|3|Gil Evans|1964|1941|too_few_lyrics
The Individualism of Gil Evans|4|Gil Evans|1964|1941|too_few_lyrics
The Individualism of Gil Evans|5|Gil Evans|1964|1941|too_few_lyrics
The Individualism of Gil Evans|6|Gil Evans|1964|1941|too_few_lyrics
The Individualism of Gil Evans|7|Gil Evans|1964|1941|too_few_lyrics
The Individualism of Gil Evans|8|Gil Evans|1964|1941|too_few_lyrics
The Individualism of Gil Evans|9|Gil Evans|1964|1941|too_few_lyrics
Five Live Yardbirds/Having a Rave Up with The Yardbirds|0|Yardbirds|1964|2069|not_found
Knock Knock|1|DJ Koze|2018|6048|too_few_lyrics
Knock Knock|15|DJ Koze|2018|6048|too_few_lyrics
Foxbase Alpha|16|Saint Etienne|1991|1709|too_few_lyrics
Foxbase Alpha|18|Saint Etienne|1991|1709|too_few_lyrics
Foxbase Alpha|20|Saint Etienne|1991|1709|too_few_lyrics
Foxbase Alpha|25|Saint Etienne|1991|1709|too_few_lyrics
Foxbase Alpha|26|Saint Etienne|1991|1709|too_few_lyrics
Love Wars|0|Womack and Womack|1983|590|not_found
Among the Living|10|Anthrax|1987|3179|too_few_lyrics
Hidden|1|These New Puritans|2010|5111|too_few_lyrics
Hidden|8|These New Puritans|2010|5111|too_few_lyrics
A Night at Birdland Vol. 2|0|Art Blakey Quintet|1954|1772|not_found
Full House: Recorded 'Live' at Tsubo - Berkeley, California|0|Wes Montgomery|1962|1919|not_found
Stupidity|12|Dr. Feelgood|1976|1417|too_few_lyrics
With the Oscar Peterson Trio #1 & #2/The President Plays with the Oscar Peterson Trio|0|Lester Young with the Oscar Peterson Trio|1954|2213|not_found
Fusion/1961|0|Jimmy Giuffre 3|1961|1902|not_found
Call of the Valley|0|Shivkumar Sharma, Brijbushan Kabra & Hariprasad Chaurasia|1968|2175|not_found
Punch the Clock|0|Elvis Costello and The Attractions|1983|576|not_found
Please|6|Pet Shop Boys|1986|676|too_few_lyrics
b'lieve i'm goin down|10|Kurt Vile|2015|5554|too_few_lyrics
Where You Go I Go Too|1|Lindstrøm|2008|4369|too_few_lyrics
Where You Go I Go Too|2|Lindstrøm|2008|4369|too_few_lyrics
Where You Go I Go Too|3|Lindstrøm|2008|4369|too_few_lyrics
Monoliths And Dimensions|0|Sunn O)))|2009|5018|not_found
The Land of Rape and Honey|5|Ministry|1988|3219|too_few_lyrics
The Land of Rape and Honey|6|Ministry|1988|3219|too_few_lyrics
The Wildest!|4|Louis Prima|1956|2236|too_few_lyrics
The Wildest!|9|Louis Prima|1956|2236|too_few_lyrics
Belafonte at Carnegie Hall|0|Harry Belafonte|1959|1856|not_found
Count Basie Swings, Joe Williams Sings|2|Count Basie|1955|1780|too_few_lyrics
Count Basie Swings, Joe Williams Sings|3|Count Basie|1955|1780|too_few_lyrics
Count Basie Swings, Joe Williams Sings|4|Count Basie|1955|1780|too_few_lyrics
Count Basie Swings, Joe Williams Sings|5|Count Basie|1955|1780|too_few_lyrics
Count Basie Swings, Joe Williams Sings|6|Count Basie|1955|1780|too_few_lyrics
Count Basie Swings, Joe Williams Sings|7|Count Basie|1955|1780|too_few_lyrics
...And His Mother Called Him Bill|1|Duke Ellington|1968|1984|too_few_lyrics
...And His Mother Called Him Bill|2|Duke Ellington|1968|1984|too_few_lyrics
...And His Mother Called Him Bill|3|Duke Ellington|1968|1984|too_few_lyrics
...And His Mother Called Him Bill|4|Duke Ellington|1968|1984|too_few_lyrics
...And His Mother Called Him Bill|5|Duke Ellington|1968|1984|too_few_lyrics
...And His Mother Called Him Bill|6|Duke Ellington|1968|1984|too_few_lyrics
...And His Mother Called Him Bill|7|Duke Ellington|1968|1984|too_few_lyrics
...And His Mother Called Him Bill|8|Duke Ellington|1968|1984|too_few_lyrics
...And His Mother Called Him Bill|9|Duke Ellington|1968|1984|too_few_lyrics
...And His Mother Called Him Bill|10|Duke Ellington|1968|1984|too_few_lyrics
...And His Mother Called Him Bill|11|Duke Ellington|1968|1984|too_few_lyrics
Splazsh|1|Actress|2010|5534|too_few_lyrics
Splazsh|3|Actress|2010|5534|too_few_lyrics
Splazsh|4|Actress|2010|5534|too_few_lyrics
Splazsh|6|Actress|2010|5534|too_few_lyrics
Splazsh|7|Actress|2010|5534|too_few_lyrics
Splazsh|8|Actress|2010|5534|too_few_lyrics
Splazsh|9|Actress|2010|5534|too_few_lyrics
Splazsh|10|Actress|2010|5534|too_few_lyrics
Splazsh|11|Actress|2010|5534|too_few_lyrics
Splazsh|12|Actress|2010|5534|too_few_lyrics
Splazsh|13|Actress|2010|5534|too_few_lyrics
Surfing with the Alien|1|Joe Satriani|1987|3168|too_few_lyrics
Surfing with the Alien|2|Joe Satriani|1987|3168|too_few_lyrics
Surfing with the Alien|3|Joe Satriani|1987|3168|too_few_lyrics
Surfing with the Alien|4|Joe Satriani|1987|3168|too_few_lyrics
Surfing with the Alien|5|Joe Satriani|1987|3168|too_few_lyrics
Surfing with the Alien|6|Joe Satriani|1987|3168|too_few_lyrics
Surfing with the Alien|7|Joe Satriani|1987|3168|too_few_lyrics
Surfing with the Alien|8|Joe Satriani|1987|3168|too_few_lyrics
Surfing with the Alien|9|Joe Satriani|1987|3168|too_few_lyrics
Surfing with the Alien|10|Joe Satriani|1987|3168|too_few_lyrics
Heartattack and Vine|2|Tom Waits|1980|1462|too_few_lyrics
Bop Till You Drop|4|Ry Cooder|1979|476|too_few_lyrics
Thought for Food|6|The Books|2002|3041|too_few_lyrics
Thought for Food|8|The Books|2002|3041|too_few_lyrics
Thought for Food|9|The Books|2002|3041|too_few_lyrics
La revancha del tango|4|Gotan Project|2001|4889|too_few_lyrics
La revancha del tango|8|Gotan Project|2001|4889|too_few_lyrics
La revancha del tango|9|Gotan Project|2001|4889|too_few_lyrics
Safe in the Hands of Love|1|Yves Tumor|2018|6044|too_few_lyrics
Back at the Chicken Shack|1|Jimmy Smith|1960|1889|too_few_lyrics
Back at the Chicken Shack|2|Jimmy Smith|1960|1889|too_few_lyrics
Back at the Chicken Shack|3|Jimmy Smith|1960|1889|too_few_lyrics
Back at the Chicken Shack|4|Jimmy Smith|1960|1889|too_few_lyrics
The Blues Brothers|2|The Blues Brothers|1980|2820|too_few_lyrics
Procol Harum/A Whiter Shade of Pale|0|Procol Harum|1967|116|not_found
Up in Flames|0|Manitoba/Caribou|2003|3920|not_found
Congratulations|8|MGMT|2010|5085|too_few_lyrics
Idle Moments|1|Grant Green|1965|3303|too_few_lyrics
Idle Moments|2|Grant Green|1965|3303|too_few_lyrics
Idle Moments|3|Grant Green|1965|3303|too_few_lyrics
Idle Moments|4|Grant Green|1965|3303|too_few_lyrics
Garden of Delete|1|Oneohtrix Point Never|2015|5556|too_few_lyrics
Garden of Delete|5|Oneohtrix Point Never|2015|5556|too_few_lyrics
Sorrow Tears and Blood/Black President [1981]|0|Fela Anikulapo Kuti|1977|2035|not_found
Lost Souls|1|Doves|2000|1104|too_few_lyrics
Lost Souls|11|Doves|2000|1104|too_few_lyrics
Uprising|0|Bob Marley and The Wailers|1980|1172|not_found
Chicken Skin Music|8|Ry Cooder|1976|373|too_few_lyrics
Blinking Lights and Other Revelations|3|Eels|2005|4173|too_few_lyrics
Blinking Lights and Other Revelations|9|Eels|2005|4173|too_few_lyrics
Blinking Lights and Other Revelations|12|Eels|2005|4173|too_few_lyrics
Blinking Lights and Other Revelations|14|Eels|2005|4173|too_few_lyrics
Incunabula|1|Autechre|1993|2940|too_few_lyrics
Incunabula|2|Autechre|1993|2940|too_few_lyrics
Incunabula|3|Autechre|1993|2940|too_few_lyrics
Incunabula|4|Autechre|1993|2940|too_few_lyrics
Incunabula|6|Autechre|1993|2940|too_few_lyrics
Incunabula|7|Autechre|1993|2940|too_few_lyrics
Incunabula|8|Autechre|1993|2940|too_few_lyrics
Incunabula|9|Autechre|1993|2940|too_few_lyrics
Incunabula|10|Autechre|1993|2940|too_few_lyrics
Incunabula|11|Autechre|1993|2940|too_few_lyrics
Enlightenment|0|McCoy Tyner|1974|2209|not_found
Screaming for Vengeance|1|Judas Priest|1982|2911|too_few_lyrics
Surfacing|10|Sarah McLachlan|1997|4858|too_few_lyrics
Peter Gabriel (I)|1|Peter Gabriel|1977|1430|too_few_lyrics
Peter Gabriel (I)|2|Peter Gabriel|1977|1430|too_few_lyrics
Peter Gabriel (I)|4|Peter Gabriel|1977|1430|too_few_lyrics
Peter Gabriel (I)|5|Peter Gabriel|1977|1430|too_few_lyrics
Peter Gabriel (I)|7|Peter Gabriel|1977|1430|too_few_lyrics
Peter Gabriel (I)|8|Peter Gabriel|1977|1430|too_few_lyrics
Peter Gabriel (I)|9|Peter Gabriel|1977|1430|too_few_lyrics
Peter Gabriel (I)|10|Peter Gabriel|1977|1430|too_few_lyrics
Peter Gabriel (I)|11|Peter Gabriel|1977|1430|too_few_lyrics
Peter Gabriel (I)|12|Peter Gabriel|1977|1430|too_few_lyrics
Peter Gabriel (I)|13|Peter Gabriel|1977|1430|too_few_lyrics
Peter Gabriel (I)|14|Peter Gabriel|1977|1430|too_few_lyrics
Café Bleu|1|The Style Council|1984|625|too_few_lyrics
Café Bleu|3|The Style Council|1984|625|too_few_lyrics
Café Bleu|4|The Style Council|1984|625|too_few_lyrics
Café Bleu|7|The Style Council|1984|625|too_few_lyrics
Café Bleu|13|The Style Council|1984|625|too_few_lyrics
Light As a Feather|0|Chick Corea & Return to Forever|1973|2009|not_found
Congotronics|0|Konono No. 1|2005|4917|not_found
A Beacon from Mars|0|Kaleidoscope (US)|1968|2233|not_found
Star Wars|0|John Williams / The London Symphony Orchestra|1977|4601|not_found
Manassas|0|Stephen Stills|1972|1372|not_found
Albert Ayler in Greenwich Village|0|Albert Ayler|1967|1963|not_found
The Circle Game|1|Tom Rush|1968|1310|too_few_lyrics
The Circle Game|4|Tom Rush|1968|1310|too_few_lyrics
